review_id,label,user,ip,star,text
REVIEW2807,+,USER2718,IP677,5,这家果汁店很不错啊，我最喜欢的就是里面的西瓜汁了，哈哈，因为本身我就爱吃西瓜，所以很喜欢西瓜汁了。炎炎夏日，喝一杯清热解暑的西瓜汁，别提多享受啊！
REVIEW2808,+,USER2719,IP43,5,今天去的时候发现所有椅子套都换成大红色了，这样很好看哦！！很有过节的气氛，店里贴了很多圣诞老人和小雪花。。所有的服务员都带上圣诞帽了。吼吼
REVIEW2809,+,USER2720,IP1950,5,这个都有''''''''''''''''''''''''''''''''''''''''''''''''
REVIEW2810,-,USER2721,IP1951,5,哎哟！不错的一家面包店哦，在公司附近！那个红酒芝士我很喜欢。
REVIEW2811,-,USER2722,IP1952,5,于我这个不太喜欢面食的人来说，他们家的面我比较喜欢吃的，汤头味道很浓，牛肉也挺多的，不是很老，味道刚好，肉质炖的挺可口的。表扬下点餐的服务员戴基静，态度很好，很有耐心
REVIEW2812,-,USER1457,IP1953,5,总体很好   色香味俱全  你好  我们是生产外卖外送箱和外送车的    外送箱能遮风.避雨.保温.保味是外送的首选也能展示餐厅和连锁公司的实力   贵公司是否有需要   0755-27803089  www.jzera.com.cn
REVIEW2813,-,USER2723,IP887,5,来过一次。这里的菜都蛮喜欢 菜都很新鲜。味道很棒。特别是羊肉 还有白斩鸡，面拖蟹， 豆腐衣包子 茄子饼，绝对崇明风味！
REVIEW2814,-,USER2724,IP1954,3,三个人去的，吃了靠两百块，猪爪子和凤爪一起烧的那道菜不错，那个招牌牛蛙很失败，味道不行，价格还58，贵了，性价比差。送的辣椒小炒肉味道很喜欢，别的菜说实话没感觉，总体感觉有点贵。
REVIEW2815,-,USER2725,IP103,4,点的这家店的红烧牛肉面，，牛肉做的很可口，稍有点辣的感觉，更能引发我的食欲，汤的味道更是鲜美，喝一碗还觉得没喝够，就是量有点少，价格小贵哟。服务态度不错， 点餐的叫汪琴的小姑娘态度很好
REVIEW2816,+,USER2726,IP35,5,很好很好。。。非常的好，，，是我去过一家最好的烤鸭店，，上海的其他烤鸭店我也去过了，，总感觉不是很理想，，服务更是不干恭维，，鸭王就不一样，，不信自己去试试看。。。。
REVIEW2817,+,USER2602,IP238,5,这里的麻辣香锅，就一个字！ 绝！ 两个字！更绝！三个字！非常绝！ 好吃到爆！我本来不喜欢吃辣的东西，但是这个辣，我超级爱吃，喜欢吃辣的同胞们，赶快去吧。 胖死我吧！ 哈哈
REVIEW2818,-,USER2727,IP1955,4,鸭子真的烤的很地道哈哈哈，写着写着都留口水勒怎么办。 环境也还好勒。性价比不错的店。很适合家庭聚会来这里嗯嗯嗯
REVIEW2819,+,USER2728,IP168,5,很棒的一家海鲜餐厅，值得信赖与推荐哦。环境也是很好的，总体来说都可以了，
REVIEW2820,-,USER2729,IP1956,3,丰收日一直都差不多，海鲜不算新鲜，价格偏高，菜色无功无过。联阳这地随便什么吃的都会有人吃
REVIEW2821,+,USER2730,IP1957,5,这几天复习估计要天天呆在这里了，在这里复习的效果很好，，这里的网速好快啊，喜欢这里的香蕉奶昔，还有热巧克力，，饮料价格很划算，而且还不限时，很赞
REVIEW2822,+,USER2731,IP1958,1,就是环境不怎样，希望多多改善环境……………………………………
REVIEW2823,-,USER2732,IP1959,5,一有时间我就和男朋友到这家店来做做，店里的甜品味道真的很不错的呢，而且价格也是十分的便宜的呢，
REVIEW2824,-,USER2733,IP1960,4,炸鸡腿。。蒜香骨。。每次必点。炸年糕也很好吃。。香香的配上蜜汁蘸酱，好次。灰常好吃
REVIEW2825,-,USER2734,IP1961,1,饭那么硬'不如对面11元炒饭呢'这辈子再也不会去了'厨师也很老卵
REVIEW2826,-,USER2735,IP1962,5,刚开张，但价格实惠，主要菜的味道非常好，鲜中带辣，听说大厨是留洋回来的
REVIEW2827,+,USER2736,IP1963,5,一般…………………………就很平常…………………………………………
REVIEW2828,-,USER2737,IP1964,5,就在这附近住的，实在不想做饭就过来吃迷你锅了。 店堂很干净，是套餐样式的，火锅的配菜的品种还是蛮多的，虽然每一份的量都不是很大，不过一个人吃是足够了。 虾滑，丸子，蔬菜，粉丝豆腐还有牛肉，倒是不少。 还送了卤肉饭，也很好吃的。
REVIEW2829,-,USER2738,IP1965,3,个人觉得还可以，好歹是在大奉贤，不能要求太高。甜品还可以，虽说个人更喜欢满记。。这家我觉得太甜了。
REVIEW2830,-,USER2739,IP1966,5,朋友生日来的，他之前就说这次生日来个大变样，搞个全鸭席，他还真能找地方，我们可找了好久啊 店里的环境很不错，大厅很大，不失繁华的样子，服务员热情周到，吊灯很特别，照着每个餐桌都是那么的鲜亮 小鸭酥，烤羊腿，芥末鸭掌，雀巢鸭宝 我们都感觉烤羊腿的味道不错，羊腿里的味道入味很深，外皮也很脆脆的，吃着好有食欲呢 当然芥末鸭也是很好的呢，一般的芥末人都受不了，不过他家的可真是特别，配在鸭里面真是一点芥末的味都没有 全鸭席，真不错，物美价廉，环境好的没话说，大家赶紧行动吧
REVIEW2831,+,USER2740,IP329,5,不像有些人说的那么不好，我感觉还是不错的，服务也算可以的，一般你叫了，马上就帮你解决了，而且也是带着微笑帮你服务的，菜也很新鲜！
REVIEW2832,+,USER2741,IP677,5,这家店的果汁口感不错啊，全是鲜榨的，有时候喝着喝着还有一些果肉。不仅仅保留这果实的真实材料，而且对于女生来说，还可以美容呢，每天早上喝一杯果汁，对人体吸收很好喔！
REVIEW2833,-,USER2742,IP1967,5,好久没吃片皮鸭，就去了 一如既往的好，非常喜欢。 但是3个人吃有点多了，腻到。 三吃鸭子很不错，鸭汤好味道。只是可惜无线网不行，有点不爽。
REVIEW2834,-,USER2743,IP1968,4,老板是蛮胖的，也很热情。很佩服居然还有个店名。买了十几块钱的东西，价格很合理，两个鸡翅4块。味道很香，微辣也很辣。黑暗料理一个月吃一次！
REVIEW2835,+,USER2744,IP865,5,口味不错  环境很好  干净卫生 很有气氛。老板很大方。每年蟹上市的时候都去购买些  家里的人都喜欢吃  要是价格再能便宜些就更好哇
REVIEW2836,-,USER2745,IP1969,5,还行 挺好吃的 服务也蛮好的 环境也还好 下次可以推荐朋友或者带朋友来吃
REVIEW2837,+,USER321,IP1970,5,店主手机号码更改为15821616986！赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞
REVIEW2838,+,USER2746,IP633,5,你还在为找馆子烦恼吗？告诉你个好地方。美味小厨。不错的小店哦。。服务周到，好吃价廉。。环境也可以。哈哈，我是一个吃货，一不小心来到这里。。我再也不走了
REVIEW2839,+,USER2747,IP1971,5,他家的菜满不错的，环境很好，餐前还有水果送。服务也不错，尤其是他们家的餐具很有特色。还有热毛巾。真的是个不错的好地方。价廉物美。朋友们值得去噢
REVIEW2840,-,USER2748,IP357,4,一大家聚在一起给小侄儿过生日，都是看点评推荐点的菜，海瓜子味道蛮好蛮新鲜的，膏蟹有点咸了，冷菜都好少啊，其他都不错
REVIEW2841,-,USER2749,IP1972,3,哈哈，之后就爱上了他家的面包。蛋糕也是，他们这的环境也挺不错的，芝士球、小墨鱼、到今天，觉得特好吃呢。服务员很好，做的也非常的好吃，不能抵挡。蛋糕味道还不错。
REVIEW2842,-,USER1374,IP1052,5,离姐姐家很近的一家以海鲜为主的饭馆~去姐姐家做客，晚餐就在这家吃的~ 海瓜子蛮好吃的~新鲜个大~八爪鱼炒年糕老赞额~醉虾是我的最爱~~嗲！ 服务还不错，环境也蛮好的~~~属于比较实惠的饭店啦~~
REVIEW2843,-,USER2750,IP1973,5,新开的，环境，服务，口味都很好！朋友聚会，商务洽谈都很合适！！！
REVIEW2844,-,USER2751,IP15,4,康师傅私房牛肉面我还是第一次吃了~真的特别的好吃~今天出差~就感觉环境不错就进来了~嘻嘻~~点的一个金牌~新品~~宽面~很好吃~分量很足~肉也挺多的~不错不错~点餐的童亚洲很不错~~~~
REVIEW2845,+,USER2752,IP1509,5,我是东北人，比较喜欢吃面食。所以上班经常会跟同事来这边吃午饭，他常点香菇炖鸡粉，不过现在他开始点红烧酸菜牛腩粉了，而我的选择一如既往是红烧番茄肥牛粉，哈哈！
REVIEW2846,-,USER2753,IP1974,3,人很多，上菜还行。同事请吃饭去的，烤鸭还是可圈可点的，其他的菜比较大众
REVIEW2847,+,USER2754,IP1975,5,味道好，价格又便宜，量又多，外送又快又方便，交通又便捷，是那种经济实惠行，希望广大朋友前来光临品尝。谢谢大家光临品尝。
REVIEW2848,-,USER2755,IP1976,5,"崇明的红烧羊肉就是非常的好吃,特别是它家的,做的非常的地道.豆腐衣包子也非常的好吃.白斩鸡是选用当地散养的农家鸡,很嫩的."
REVIEW2849,+,USER2756,IP1591,5,新店开张，味道很有港式的风格，比较喜欢他们家的香肠和三明治，用的原料十分的上层，听店家说，肉全是何美尔的，味道真好
REVIEW2850,+,USER2757,IP268,5,下了车，出站后感觉肚子很饿，就在附近找吃的，看到了康师傅，进去一看，环境不错，还有沙发，真的很不错，这里面条也很好吃，服务也很周到，除了价格贵，其他都OK了！
REVIEW2851,+,USER2758,IP960,5,团购去的，我感觉这个团购呢，人多了就不划算了，又不能送券，不过二三个人还是很换算的，锅底里聊也很多，菜也很丰富，肉蔬菜点心甜品都有，不错
REVIEW2852,+,USER2759,IP364,5,在这吃饭的时候丢了个钱包，他们家的服务员居然从钱包里找名片什么的一个个打电话问让赶紧回来取钱包，觉得这点特别好，很感动，谢谢他们
REVIEW2853,-,USER2760,IP1179,4,一次路过新德路的绝味鸭脖，顺便买了些鸭脖回家，这里的鸭脖很入味，价钱不贵，我比较喜欢吃，家人也喜欢，价格不算贵啊！
REVIEW2854,+,USER2761,IP1267,5,我带家人去那里去吃饭，哪里的烤鸭很不错啊。服务也很好啊，哪里的环境很不错啊，像个皇宫一样，下次一定还要去虹桥店。。。。。。。。。。。
REVIEW2855,-,USER2762,IP1977,4,分量足！味道也好！一大碗冰冰凉凉！大夏天来一份！真是清凉一夏哈！喜欢经典大芋丸1号！
REVIEW2856,-,USER2763,IP1978,3,觉得这家烤鸭不好吃啊，可是开了很多年了，如果要说总归有点道理的话，可能就是买买当个小菜吃吃方便实惠一类的吧
REVIEW2857,-,USER2764,IP149,5,慕名而来的，平时很喜欢喝茶，和他们的老板聊了会天，很务实的感觉，不象外面很多茶馆喜欢扯得很悬很远。而且很和蔼，能感受到他的确是爱茶的人，每一泡茶都很珍惜，那天一起喝茶新认识的人也都是真心喜欢茶的，很开心。喝了很多茶，最喜欢他们一款叫玫瑰金毫的茶，老板笑称Pk金骏眉
REVIEW2858,-,USER2765,IP1979,4,不错的环境，不错的服务，不错的菜肴，不错的价格，还会和好友一起去AA。
REVIEW2859,-,USER2766,IP1907,1,环境：黑暗，阴冷。 食物：不新鲜，馊。 服务：等待时间长。 锅底：是“这个可以有”，“这个确实没有”。 结账：吃完了要等待服务员检查，超过200g另外收费。不然别想走。
REVIEW2860,-,USER2767,IP1980,3,试过楼上的冰激凌店，所以也要试试这里的！ 味道一般吧，黑巧克力没我想象中的苦，甜了些。 吃一半就丢弃啦。。。 不过服务真的很好～
REVIEW2861,-,USER2768,IP1981,4,点了杯芒果牛奶和黑加仑玛瑙，点个赞好了~呵呵呵呵呵呵呵呵呵呵
REVIEW2862,+,USER2769,IP1982,5,尚警员唯一能吃的店。不错。。。。。。。。。。。。。。。。。。
REVIEW2863,-,USER2770,IP1983,5,每次经过依天花园酒店门口，总被停车场浩浩荡荡的场面震惊。自己也去吃过几次，口味不错，而且经常有新菜出品，菜价较石化几家相等级的酒店，比较算便宜！
REVIEW2864,+,USER2771,IP986,5,康师傅私房牛肉面，好久没去了，今天去吃，不错味道没变，还是一样的好吃，服务员好像换了几个，但服务员顾存芳没走，她服务很好的！希望继续留下来，加油！
REVIEW2865,-,USER2772,IP1984,5, 这些小细节尽显老板做事的风格。尤其是价格不便宜，不过物有所值吧。还是可以接受。 价格也挺实惠的。 菜的味道还好，每次去吃饭，点的菜总有那么一个菜很晚才上来，我们都吃完了，不爽！ 不过环境我很喜欢，很多人都在自拍，哈哈~适合闺蜜们谈谈男人的~。。。。。。。。。。。。。 环境比较优雅，有品位啊，适合小资来。小资是相对于有点小收入的人说的，可惜我不是
REVIEW2866,-,USER2773,IP1985,4," 比较适合人多去， 两个人吃，一盘肉就腻住了。不过不会再去了，现在喜欢找点口味复杂微妙的东东吃 环境还是很不错的,和朋友聚会来这里是一个很不错的选择。如果是和男女朋友，就不怎么好了 这家店的价格中上，不过跟他们家的服务，味道跟环境联系起来看的话，挺值得的~，以后可以多来支持下 店内的环境其实有很多可以注意的地方，但是貌似打扫人员不是很多，略略的有点乱。。。。"
REVIEW2867,-,USER2774,IP21,5,刚下火车看到康师傅牛肉面还以为就是方便面，他们家服务员说不是的， 这是现熬的汤， 现煮的面，和朋友一人点了一份， 我要的是辣的拌面，很不错， 喜欢吃。服务态度也不错， 叫江 想想的小姑娘，态度很好
REVIEW2868,-,USER2775,IP1986,5,上次同学聚餐去的那里 价格还蛮实惠的 菜量和口味都还OK  红烧肉  秘制牛仔   石锅豆腐都很好哦 很多东西应该是众口难调吧
REVIEW2869,-,USER2776,IP1987,5,我喜欢芋贵人要比鲜芋仙更多一点！ 一直吃大芋丸一号。。芋圆QQ的 很有嚼劲 建议堂吃 总觉得外卖这么一小杯量有点少啊
REVIEW2870,-,USER2777,IP1151,5,还是哪个店还是那张桌子，哈哈巧吧每次去都是坐在那张圆桌，今天去吃饭人还挺多的，就是上菜慢了点，和服务员讲了下次吃饭要快点，态度还不错，，，，，算了
REVIEW2871,-,USER2778,IP671,5,收到一张朋友送的如意卡，上这家网站订购了一个梦幻巧克力蛋糕，很好吃。还送货上门，特方便。好评！
REVIEW2872,+,USER2779,IP8,5,逛南方商城经过鸭王，就进去看看，装修是金碧辉煌的。挺好的。就坐下点了个烤鸭，在就点了一些跟烤鸭有关的特色菜。等了一会儿，烤鸭上来了，先给老婆大人包了一个鸭肉。我问好吃吗？她不理我。我就自己也包了个尝尝，嗯，味道真不错，鸭皮脆脆的，鸭肉很鲜嫩。服务员也挺不错。有空会再去、、、
REVIEW2873,-,USER2780,IP1988,5,"今天晚上带着女朋友去吃了,鹅肝超级好吃,还有寿喜锅做的好,女朋友说下次带她老妈也来尝尝"
REVIEW2874,-,USER2781,IP1989,4,经常叫他们家外卖 喜欢不辣鸭头 微辣鸭颈 五香豆干 就是微辣对我来说也算挺辣了 基本要配合酸梅汤吃否则忒辣了
REVIEW2875,+,USER2782,IP1990,1,很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差很差没法说
REVIEW2876,+,USER2783,IP1991,5,好喝！好喝好喝好喝好好喝！！！！！！！！！！！！！！！！！！！
REVIEW2877,-,USER2784,IP1992,2,非常不满意的一顿生日餐，没有什么菜好吃。牛气冲天难吃，龙虾苋菜，龙虾是死的，肉是胡的。真心难吃的一餐！
REVIEW2878,-,USER2785,IP1993,3,大学同学结婚，请大家吃饭，办在这儿。 没有仪式，就是聚聚祝福一下。 印象不深，感觉环境很喜庆。
REVIEW2879,-,USER2786,IP1373,5,私房红烧牛肉面量很足，四大块口感很好的牛肉吃的我很满足~~ 朋友点的是半筋半肉面，有番茄的那一款，看他吃的也津津有味嘛。。 甜品不怎么样。不管是布丁还是冰沙，到底那里的特色是牛肉面。
REVIEW2880,-,USER2787,IP1994,4,烤鸭真的很久没吃了，还是不错的。就是要等50分钟，还好我们聊聊天。其他的菜味道也不错。就是环境一般。服务员还凑合，人太少，服务跟不上。和其他的饭点比确实差很多
REVIEW2881,+,USER2788,IP1995,5,很好 很好很好很好很好呀很好呀很好好好很好 很好很好很好很好呀很好呀很好好好
REVIEW2882,-,USER2789,IP1996,4,其实和其他几个非门店性质的西点品牌差不多，感觉这家的相比其他不算甜，也有可能试吃并没有吃很大一块。 这样商业模式的蛋糕走的都是相对高段的路线，  卖点就是1.2磅，比其他品牌多出0.2磅，价格却几乎一样，宣传书上标的3-4人份，其实4-5份也可以分分。此外销售强调是德国的品牌，因此做工用料更加严谨。  餐具的品质比较好，而且免费配置餐具。  或许以后生日需要订蛋糕会考虑这家，感觉比诺心更符合我的口味。
REVIEW2883,+,USER2790,IP90,5,一个连锁的饭店，应该说还是让人比较放心的，不管是他家的服务还是口味， 因为连锁，所以还是比较有保证的。海鲜相对好一点
REVIEW2884,+,USER2791,IP1820,5,听说这个季节吃烤鸭对身体很好的。就去他家吃烤鸭去了。嗯，好让人回味的，烤鸭好香鸭皮很脆的。让人吃了想再吃，还是会再去的。
REVIEW2885,+,USER2792,IP1,5,今天点的私房红烧牛肉面，很好吃，够味！面很有劲道！值得喜欢吃面的人前去试试！服务员顾存芳服务很不错！
REVIEW2886,-,USER2793,IP1997,4,适合家庭聚会，看着热热闹闹的。服务员忙不过来，要有耐心。点菜的领班挺好的，会给些建议。  龙头烤不错，就是油炸九肚鱼，孩子喜欢。卤水大拼味道一般，但一大盘看着实惠，父母喜欢。大黄鱼馄饨不推荐，馄饨馅暴咸，咸到难以下咽。德国咸猪手挺不错，经过改良，皮没有炸得很硬，软香咸鲜，最受欢迎。点心甜品味道都不错。  六个人，两个凉菜，六个热菜（四荤两素），一个点心，吃不完还打包一堆，结账506，挺实惠！
REVIEW2887,-,USER2794,IP1998,3,鸭王南方商城这一家第一次来！这里的鸭子又肥又大！好吃！几个朋友都说好吃！这次没有白来！下次还会过来的
REVIEW2888,+,USER1867,IP1390,5,太TM好吃了！Biang的一笔！～！哈哈哈哈哈哈哈哈哈。。。。。。。。。
REVIEW2889,+,USER2795,IP1009,5,同事推荐这家，说牛肉面很不错，就过来吃吃看，晚上饭点来的，人不是很多，店主说附近人流量不大，店铺主要都是回头客来的，所以食物一定要好，相信吃过一次会再来，点了红烧牛筋面，牛筋很酥软，还有点嚼劲，挺入味的，红烧的味道很浓郁，搭配了青菜，店主很热情，询问口味是否合适，就是地脚有些偏，酒香不怕巷子深！
REVIEW2890,-,USER2796,IP51,4,环境不错，适合谈情说爱，上餐速度蛮快呀，超喜欢他们家的招牌面麻辣牛肉面，都辣。 给力，挺！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
REVIEW2891,-,USER2797,IP1999,5,虹桥真不错啊   菜好吃  服务 好 我 那个给我服务的 小家伙 态度真好  推荐的菜 都可以 就是上的慢点  想大概是 人太多了吧  我看了下 才几个 服务员啊
REVIEW2892,+,USER2798,IP209,5,这家店的东西味道可以但是分量不是很足，和家里人一起吃的菜味道还是可以的就是如果人多的话分量不是很足一人一小筷子就没了~
REVIEW2893,+,USER2799,IP11,5,买的团购券去的，三张210，不过价值300元，我们四个人去了之后，认识不太多，不过环境真不错，想、说明是团购之后，服务员问我们有几张，我说有三张，她就告诉我们说，我们先点吧，一会吃完再算，不然到时候没用完也不退的，我们点了个很好吃的很香的烤羊排，一上来我的天，真香，食指大动啊。。
REVIEW2894,+,USER2800,IP1373,5,韭菜馅饼加豆浆，是个套餐，我基本上每天都去，才十二元，好便宜哦，还有鲜肉云吞十元一份，加一份豆浆也是十二，单点一份豆浆六元，所以还是套餐划算啊
REVIEW2895,+,USER2801,IP1957,5,蛋糕很好吃，网络速度极快，服务态度也好，优惠活动很划算，在这里可以放松你的心情，复习，聊天，发呆，上网，品酒，还会定期播放电影
REVIEW2896,+,USER2802,IP406,5,口味是很纯正的港式奶茶 店面不错很干净 喝起来比较放心 鸡蛋仔很好吃 和朋友一起去的 一次买了好几杯丝袜奶茶 老板人很好很亲切
REVIEW2897,-,USER2803,IP2000,5,总体上菜的味道还不错，就是最后有两道菜等了将近一个小时，而且明明是我们先来的，隔壁桌的菜居然比我们先上。。。
REVIEW2898,+,USER2804,IP1556,5,今天下午跟朋友逛街，逛到累了，刚好在长寿路上。就来到了这家大众点评上很有名的芋贵人甜品店！果然大芋丸1号很好吃啊！
REVIEW2899,-,USER2805,IP2001,5,当我们混迹在上海，就是要找吃的。最近迷上了寻找沪上日式料理，朋友推荐的这家。怎么说，长乐路的弄堂真真是有味道的，在这里面找到这么温暖的料理店觉得真是浪漫过了头。很安静优雅的环境，餐具小巧可爱。这种天梅子酒喝下去很惬意。雪花肥牛寿喜锅用料很足，金枪鱼很新鲜，法式鹅肝也很正宗，酱料恰到好处。甜虾很Q弹很好吃。寿司也不错的。服务生很主动来撤盘子，很客气有礼貌。
REVIEW2900,+,USER852,IP177,5,去美国2个月了，回来后发现小区旁边开了家奶茶，感觉好像在台湾见过，和老板一聊得知果然是台湾品牌，买了杯韩国密香柚子茶，喝完感觉非常不错，以后每天要来买一杯。
REVIEW2901,+,USER2806,IP1750,5,好喝…………不是一般的好喝。不要周末去阿排队很长的……………
REVIEW2902,-,USER2807,IP2002,4,偶然路过， 果断进去尝试， 不明白我这么一个南方人为什么这么偏好面食，相对来说，还算不错， 性价比也还可以， 服务不错， 有个叫江想想的服务员态度很好
REVIEW2903,+,USER2808,IP494,5,不喜欢有人打扰，这里的环境很优雅不像有些地方吵吵闹闹的人又杂老师还不耐心到时间点就赶人，这里的老师实在有爱啊。。。。。
REVIEW2904,-,USER481,IP532,4,"下班经过就买了些回家吃,味道辣得够劲,花螺的肉很肥美,还有海瓜子和鸭脖和海带差不多也比较入味,下次会叫她家外卖,哈哈!"
REVIEW2905,-,USER2809,IP17,1,觉得味道很一般，吃了有点想吐的感觉！关键是服务很差，感觉不是在做生意，而是在吵架，和虹桥这个定位差太多！
REVIEW2906,-,USER2810,IP46,4,四个人去吃的，环境不错，服务也很好，就是上菜有点慢，海鲜热菜都上了，海参才慢吞吞的来了，希望下次可以注意下，上菜可以快点
REVIEW2907,-,USER2811,IP25,4,几块大大的肉，挺满足！面条是宽宽的那种，汤头不是很喜欢，感觉是酱油+油啦。套餐里面还有小菜一份、饮料一份，饮料加2块换成热饮，桂圆红枣茶热热的不错：
REVIEW2908,+,USER2812,IP2003,5,每次逛街后我们都会来这里坐坐，主要是这里的薯条真的太好吃了，还有沙冰，非常有特色，这里已经成为我们的驻扎地了，店里的装修是两层楼的，不过我们还是喜欢二楼，很有感觉。honey
REVIEW2909,-,USER2813,IP2004,5,真的不错哎 第二杯半价～ 看着也不错 奶茶小哥很热情 就是记得搜西藏中路221号才能找到
REVIEW2910,+,USER2814,IP2005,5,支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持
REVIEW2911,+,USER2815,IP209,5,海鲜还不错，蛮新鲜的。毕竟是以海鲜为主的酒店、服务蛮到位的。感觉很亲切，生意貌似也蛮好的.因为有时候她们下班时候到了 都会等待客人走。
REVIEW2912,+,USER2816,IP168,5,中午来吃有特价菜，都是十几块的，两个人才吃几十块钱，性价比高，服务员服务很好，会主动倒白开水给你
REVIEW2913,+,USER2817,IP329,5,中午的时候现在越来越热，人倒是越来越少了，不过热的时候我也不太喜欢吃火锅，可是比起其他的，这家算是很好的，口味环境服务都是很好的！
REVIEW2914,-,USER2818,IP1162,5,吃惯了花哨的甜点，偶尔来点德国简约式的小清新，冰淇淋味的蛋糕正好降降暑！谢谢配送师傅们大热天送来的清凉！
REVIEW2915,-,USER2819,IP2006,5,总体来说还不错，就是价位有点偏高，不过还是蛮好的，下次还会来光临的
REVIEW2916,-,USER2820,IP2007,3,给我们试吃了极地牛乳，感觉不是很好吃，虽然送过来的时候是冷藏运输的，但是吃上去的感觉蛋糕里面也是冰的，像在吃冷饮一样，没什么蛋糕的味道，不知道是不是配料的问题
REVIEW2917,-,USER2821,IP2008,4,因为同事定过这家的东西，所以我觉得还行也选了这家，定的是4.98元的龙系列新产品，里面装有3大包六小块曲奇饼干，回家又买了费力罗巧克力装在里面，觉得挺实在的，现在到底送酱蛋没什么人吃了。现在还送了宝宝的名字贴，挺不错的
REVIEW2918,-,USER2822,IP2009,5,味道很好的，以前经常来这里吃龙虾，现在换成羊蝎子了，也狠好的，
REVIEW2919,-,USER631,IP326,5,店子是在大润发一楼，去逛完超市下来看到。看到菜单吓了一跳，有点小贵哦！不过服务员很热情的推荐了两个套餐，吃了套餐我的心才平衡了一些。吃了套餐服务员要我去点评，我特别看了下名字叫顾存芳！
REVIEW2920,-,USER2823,IP2010,4,1、团购的单，性价比超值的 2、手机落在了包间沙发缝内的，后来又回去在服务员的协助下找到了，诚谢！ 3、菲力牛排、意大利面味道不错，值得推荐 4、位置有点小偏噢 5、无线呼叫器有点失灵，打3下不来人
REVIEW2921,+,USER2824,IP1191,5,大学同学聚会，在这喝下午茶，点了布朗尼（好像这么叫），总汇三明治，味道都还不错，特别是三明治蛋皮和肉连着的那层～很美味～饮料叫了玫瑰奶茶和拿铁，口感不错，很狭意。
REVIEW2922,-,USER2825,IP53,4,晚上下班跟公司的人来办派对的，环境很好而且服务也很好，喝酒聊天没气氛不错，还可以唱歌，里面有个专门的K歌房，歌挺多的，还可以接到外面大屏幕唱，超爽的，大明星啊，哈哈哈。鸡尾酒也很好喝，还有西班牙葡萄酒，口感很好啊。我还多买了一瓶回家藏着。
REVIEW2923,-,USER2826,IP2011,5,店里的几位店员人很好，做的炸鸡嫩而不腻 好吃。推荐金牌动力，动力特大。
REVIEW2924,-,USER2827,IP626,4,老公很喜欢吃他家的烤鸭，因为住在南方新村很近，就经常到他家来。。他们家的本帮菜做的也是非常的好呢。很喜欢。以后还会经常来哦。。
REVIEW2925,-,USER2828,IP2012,3,逛街时，最后决定去鸭王吃顿饭吧。来鸭王吃饭肯定要点鸭子啊，半只烤鸭，一片皮、二鸭架做汤，这个做主菜，入口口感不错。这里的服务态度一般，环境较好。
REVIEW2926,-,USER2829,IP2013,1,有个安技驾校在东靖路和万安街，老板叫胡来喜，就是个骗子，只想的收钱，不安排学员考试，不让学也不让考，退钱不给办，拖着你，前往不要到他那里报名！
REVIEW2927,+,USER2830,IP2014,5,不错的小店，一开始还以为是卖小物件的店，走进去才发现原来是家咖啡店~就和朋友一起坐下来了，和老板聊聊天~吃吃东西，很开心，咖啡都是手工研磨的呢，点了杯摩卡~味道不错~~环境好~喜欢~O(∩_∩)O~~
REVIEW2928,-,USER2831,IP2015,5,味道纯正，价格地道，棒，推荐大家去品尝一下！^o^！！！！！
REVIEW2929,+,USER2832,IP494,5,那里的环境很适合喜欢安静的情侣或朋友呢  处于闹市但很宁静有种小隐隐与市的感觉  以后要约会就选这里啦，嘿嘿嘿
REVIEW2930,-,USER2833,IP2016,4,又到了发饷的日子了，当让是要来丰收日来犒劳下自己，这个月还是挺辛苦滴（每个月都辛苦，呵呵）也不知道怎么了，可能是吃货们都是扎堆的吧，我的同事们也跟我一样，所以每个月发了工资都会在一起聚餐，就是在这丰收日的老地方，店名叫的好，应景嘛！来过很多次了，照例要说下菜：海鲜面疙瘩、牛气冲天、椒盐龙头烤、雪菜白米虾，还有的不记得了，下次来就要下个月啦！
REVIEW2931,-,USER2834,IP462,3,一家沪上有点名气的饭店，菜的话比较普通，没有什么很映像很深刻的料理。 实在要说的话牛头还可以。牛肉很嫩，很入口。红烧肉入口即化，口感不错就是太甜了。
REVIEW2932,+,USER2835,IP26,5,吃过两次，一次包厢一次大厅，包厢装修不错，也比较隔音。海鲜都比较新鲜，味道还可以吧，价格真是……有点小贵，一次7个人居然吃掉了1600多，
REVIEW2933,-,USER2836,IP2017,4,老爸老妈请朋友吃饭，顺便就跟着混了顿饭吃，三文鱼刺身不错，可惜就是量太少了，其他菜都一般，没吃出其他特别的地方来，跟别家海鲜都差不多
REVIEW2934,-,USER2837,IP2018,5,非常好吃噢，态度也不错！买了好多回家与家人共同分享！！！！！
